ID,Title,Summary Title,Sport,Year,Brand,Set Name,Card Type,Condition,Grade,Raw Avg Price,PSA 9 Avg Price,PSA 10 Price,eBay Item ID,Image URL,Search Term,Source,Created At,Last Updated,Notes
124,"2021 PANINI MOSAIC CAMO PINK PRIZM #196 DERRICK HENRY TITANS PSA 10","2021 PANINI MOSAIC CAMO PINK PRIZM #196 DERRICK HENRY",Baseball,2021,Panini,Mosaic,Base,Raw,PSA 10,1.655,N/A,30,267351922901,https://i.ebayimg.com/images/g/QLIAAeSwH5pojoPJ/s-l225.jpg,Panini Prizm PSA 10,130point_auto,2025-08-10 14:58:44,2025-08-10 16:37:43,N/A
123,"2022 topps chrome cal raleigh psa 10","2022 topps chrome cal raleigh",Baseball,2022,Topps,Chrome,Base,Raw,PSA 10,38.05,368.5544444444444,N/A,406104680260,https://i.ebayimg.com/images/g/eDAAAeSwtQlokOgy/s-l225.jpg,Topps Chrome PSA 10,130point_auto,2025-08-10 14:58:35,2025-08-10 16:37:51,N/A
122,"2021 Topps - Chrome 70 Years of Topps Baseball Hank Aaron #70YTC-70 PSA 10","2021 Topps Chrome 70 Years of Topps Hank Aaron #70YTC-70",Baseball,2021,Topps,Base,Base,Raw,PSA 10,1.745,N/A,9.99,365773919948,https://i.ebayimg.com/images/g/Tn4AAeSwVdxojSL9/s-l225.jpg,Topps Chrome PSA 10,130point_auto,2025-08-10 14:58:34,2025-08-10 16:37:59,N/A
121,"Bo Bichette Rookie Card Psa 10 Chrome","Bo Bichette Card Chrome",Baseball,N/A,Unknown,Unknown,Rookie,Raw,PSA 10,8.283333333333333,12.585,10.5,187458757165,https://i.ebayimg.com/images/g/eQ8AAeSwVKtojq0-/s-l225.jpg,PSA 10 rookie,130point_auto,2025-08-10 14:58:23,2025-08-10 16:38:07,N/A
120,"2020 Panini Mosaic Football Justin Herbert RC Rookie Camo Pink PSA 10","2020 Panini Mosaic Justin Herbert Camo Pink",Baseball,2020,Panini,Mosaic,Rookie,Raw,PSA 10,21.715,26.251000000000005,40.3,197601831674,https://i.ebayimg.com/images/g/ecAAAeSwet5olqKO/s-l225.jpg,PSA 10 football,130point_auto,2025-08-10 14:58:10,2025-08-10 16:38:15,N/A
119,"PSA 10 - 2024 Onyx Vintage Football BRYCE UNDERWOOD RC AUTO MICHIGAN POP 5!","2024 Onyx Vintage BRYCE UNDERWOOD MICHIGAN",Football,2024,Unknown,Unknown,Rookie,Raw,PSA 10,90.88666666666667,N/A,400,336032692978,https://i.ebayimg.com/images/g/wL0AAeSw5udoWySg/s-l225.jpg,PSA 10 football,130point_auto,2025-08-10 14:58:10,2025-08-10 16:38:23,N/A
118,"2024 Donruss - Rated Rookie Blake Corum #322 Optic Preview Football Emoji PSA 10","2024 Donruss Rated Blake Corum #322 Optic Preview Emoji",Baseball,2024,Donruss,Base,Rookie,Raw,PSA 10,12.298,N/A,65,365761402497,https://i.ebayimg.com/images/g/~-0AAeSwc0lohZ3T/s-l225.jpg,PSA 10 football,130point_auto,2025-08-10 14:58:10,2025-08-10 16:38:32,N/A
117,"2023 Panini Prizm Football Jordan Addison Rookie RC Silver Prizm PSA 10","2023 Panini Prizm Jordan Addison Silver Prizm",Baseball,2023,Panini,Prizm,Rookie,Raw,PSA 10,14.712857142857143,26.77777777777778,33,365773754091,https://i.ebayimg.com/images/g/FeMAAeSwupZojiU7/s-l225.jpg,PSA 10 football,130point_auto,2025-08-10 14:58:10,2025-08-10 16:38:39,N/A
116,"Doug Flutie 4 Cards - 2000 Collector's Edge PSA 10, Jersey Cards + Game Football","Doug Flutie 4 Cards 2000 Collectors Edge Jersey Cards Game",Football,2000,Unknown,Unknown,Relic,Raw,PSA 10,14.643333333333333,2500,N/A,357397352016,https://i.ebayimg.com/images/g/Y7UAAOSw2MloHAz2/s-l225.jpg,PSA 10 football,130point_auto,2025-08-10 14:57:39,2025-08-10 16:38:49,N/A
115,"2013 Topps Football #31 Travis Kelce PSA 10 Rookie card Kansas Chiefs Chiefs Rc","2013 Topps #31 Travis Kelce card Kansas",Baseball,2013,Topps,Base,Rookie,Raw,PSA 10,40.364444444444445,42.415000000000006,100,167478991287,https://i.ebayimg.com/images/g/DMsAAeSw90loDSyK/s-l225.jpg,PSA 10 football,130point_auto,2025-08-10 14:57:39,2025-08-10 16:38:56,N/A
114,"Derek Carr /75 AUTO PSA 10! 2022 Panini Select Football Signature Prizm Blue","Derek Carr /75 2022 Panini Select Signature Prizm Blue",Baseball,2022,Panini,Select,Autograph,Raw,PSA 10,20,N/A,105.4,256554062778,https://i.ebayimg.com/images/g/tnAAAOSwvpRmewZ6/s-l225.jpg,PSA 10 football,130point_auto,2025-08-10 14:57:39,2025-08-10 16:39:04,N/A
113,"2021 Panini Mosaic Trevor Lawrence NFL Debut Reactive Orange RC Jaguars PSA 10","2021 Panini Mosaic Trevor Lawrence Debut Reactive Orange",Baseball,2021,Panini,Mosaic,Rookie,Raw,PSA 10,9.549999999999999,19.5,42,157204348128,https://i.ebayimg.com/images/g/yQoAAeSwda9odD2M/s-l225.jpg,PSA 10,130point_auto,2025-08-10 14:57:25,2025-08-10 16:39:12,N/A
112,"2020 TOPPS UPDATE #U119 MIKE TROUT ANGELS PSA 10","2020 TOPPS UPDATE #U119 MIKE TROUT",Baseball,2020,Topps,Base,Base,Raw,PSA 10,22.419999999999998,6.5,19.99,365774281956,https://i.ebayimg.com/images/g/w~sAAeSwbzZojoGX/s-l225.jpg,PSA 10,130point_auto,2025-08-10 14:57:25,2025-08-10 16:39:20,N/A
111,"1982 K-MART #16 WILLIE McCOVEY GIANTS HOF PSA 10","1982 K MART #16 WILLIE McCOVEY",Baseball,1982,Unknown,Unknown,Base,Raw,PSA 10,8.129999999999999,8.129999999999999,19.99,267351887845,https://i.ebayimg.com/images/g/TjUAAeSw471ojn42/s-l225.jpg,PSA 10,130point_auto,2025-08-10 14:57:25,2025-08-10 16:39:27,N/A
110,"2021 Pokemon Japanese SWSH 25th Anniversary Promo Holo Rocket's Zapdos #8 PSA 10","2021 Pokemon Japanese SWSH 25th Anniversary Promo Holo Rockets Zapdos #8",Pokemon,2021,Unknown,Unknown,Base,Raw,PSA 10,19.49,N/A,55,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6InFOY3N1K1poQVFJR1VaWGptQ1g4ZFE9PSIsInZhbHVlIjoidXlBL1VZa3BUZVRlMVdraUI4clJwbTVzY2Jtem8vNWkwKzZheFBVWUQrRFhLdFlmNkhTNTZrWFdVTWR4ME1jemFBVmhtSU1lNDgwTjYyVEd5KzNWcGc9PSIsIm1hYyI6ImFhY2YyOTY1MmNjMDUyNzM4OGRiZDNlZjgxZTI5MzU4ODFlOTZlMjJiY2ExYTM1ODdjZjM2MzM1OTg2MWQ2ZGYifQ==,PSA 10,130point_auto,2025-08-10 14:57:24,2025-08-10 16:39:37,N/A
109,"2006 Topps Lebron James #123 Cleveland Cavs Basketball PSA 10 Gem Mint","2006 Topps Lebron James #123 Cavs",Baseball,2006,Topps,Base,Base,Raw,PSA 10,8.8125,N/A,79.99,317088468783,N/A,PSA 10 basketball,130point_auto,2025-08-10 14:57:18,2025-08-10 16:39:45,N/A
108,"2003 Upper Deck Basketball Phenomenal Beginning Lebron James #13 RC PSA 10","2003 Upper Deck Phenomenal Beginning Lebron James #13",Baseball,2003,Unknown,Unknown,Rookie,Raw,PSA 10,27.09375,42.32899999999999,95,177308913133,N/A,PSA 10 basketball,130point_auto,2025-08-10 14:57:18,2025-08-10 16:39:52,N/A
107,"TANNER MCKEE SP Pink Rookie Auto PSA 10 GEM MINT 2023 Prizm Basketball Card #383","TANNER MCKEE Pink Prizm Card #383",Basketball,2023,Unknown,Unknown,Rookie,Raw,PSA 10,17.3075,2500,141.05,226911694986,https://i.ebayimg.com/images/g/y04AAeSw20ZolxzM/s-l225.jpg,PSA 10 basketball,130point_auto,2025-08-10 14:57:18,2025-08-10 16:40:00,N/A
106,"2023 Panini Prizm Football CJ Stroud Orange Disco Prizm RC #339 PSA 10","2023 Panini Prizm CJ Stroud Orange Disco Prizm #339",Baseball,2023,Panini,Prizm,Rookie,Raw,PSA 10,48.044,73.84599999999999,150,357393495828,https://i.ebayimg.com/images/g/CVYAAeSwZjRojRfx/s-l225.jpg,PSA 10 football,130point_auto,2025-08-10 14:57:04,2025-08-10 16:40:08,N/A
105,"1993 Fleer Basketball Michael Jordan #224 PSA 10 GEM MINT","1993 Fleer Michael Jordan #224",Baseball,1993,Unknown,Unknown,Base,Raw,PSA 10,39.915000000000006,22.247,100,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6IkpveDdZeDVEblVWSXB6ZmlYMEp4REE9PSIsInZhbHVlIjoibi9CMzQrYjJrak9CZ0V1S1I0a0I2TWQ2aFl3eGg2UHJzWHkvemxtQWU3R0tmN3dwL0hDTTlac0c3V3VWYUhWOFYxenFkUGdzeXRCMXo2QkY2aTdFUlE9PSIsIm1hYyI6IjE4OWRmYjM0NDA2OWU2ZGM2MzE3NmM2MjEwNzg1NmU3YWM4Mjc4NDBhNjRiNzM5ZjU3MjA3MDZhZWYzZGViMzUifQ==,PSA 10 basketball,130point_auto,2025-08-10 14:57:01,2025-08-10 16:40:16,N/A
104,"2008 Pokemon Japanese Stormfront 1st Edition Holo Dialga #71 PSA 10 GEM MINT","2008 Pokemon Japanese Stormfront 1st Edition Holo Dialga #71",Pokemon,2008,Unknown,Unknown,Base,Raw,PSA 10,13.2,19.2,88,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6ImxsT3VaYzJNM1hEeGYrY2k0dlhCMnc9PSIsInZhbHVlIjoiMHlWdW5mWCsvRDhiZjlidGplcGk2VDBrb01qTm90RGlGN1Fvc1RnRE1yNXk0UDZ2VzZOOE9hV2pET0dJZnJRdnVWV3BqNUFRWVZQSytmaUgwQzFDWGc9PSIsIm1hYyI6IjgwMzFiY2NkODc2NzFlMzAyZWI1MjJjN2NhN2U1ODlmZTc3MjgyM2VlNjUyZDk0MDA0ODQxNGEzNzAyYWYyM2MifQ==,PSA 10,130point_auto,2025-08-10 14:57:00,2025-08-10 16:40:23,N/A
103,"2024 Topps Chrome Xfractor Junior Caminero ROOKIE #213 PSA 10 GEM MINT","2024 Topps Chrome Xfractor Junior Caminero #213",Baseball,2024,Topps,Chrome,Rookie,Raw,PSA 10,6,N/A,60,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6IjV3YUljL1VPSjhYRlBSU0FTSUZha0E9PSIsInZhbHVlIjoiU0lVRWdDaFExUE5GV3RscGFkQStZNkh2VitJbm5XTWRsWmRMbVR3WGsvbkN1aFBBcjhhNDBHUG1tK3JmZjJiVFZPS3V6bGZDMVFMaytjQm5CZHdnaUE9PSIsIm1hYyI6IjQ4NDU5ZDBmZTlmOWRkMzYyZGZkNTM3OTgyNjg4ZmQxMjFlNWZlZDIxMmYyNmNlZTJmOTA0OGQ4OGUwNjRiNzIifQ==,PSA 10,130point_auto,2025-08-10 14:56:59,2025-08-10 16:40:31,N/A
102,"2023 Pokemon SV Obsidian Flames Europe Exclusive Umbreon #130 PSA 10 GEM MINT","2023 Pokemon SV Obsidian Flames Europe Exclusive Umbreon #130",Pokemon,2023,Unknown,Unknown,Base,Raw,PSA 10,26,27.839999999999996,150,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6IlowN003RTZXREJGNzVvRk11dVNPSXc9PSIsInZhbHVlIjoiOVJVN0dkbWNPWTE3OXkwTDY1dkFCYk51SVludlVEeDNwK2VYaGEyVkMvVGt5ayt4dzNkdWhaZ1F4N2hjRHl2d2ZGY3FiMFEwTlFVRHVYaUJTTXU3bUE9PSIsIm1hYyI6IjE1OTljZDk1ZDdmNDE1ZjZlM2I0NTQxNjU0ZmIyYjc2ZTBmNmI2NjIwNzA4ZjNiNGZlMWY3NzUzNzlkMTE3Y2YifQ==,PSA 10,130point_auto,2025-08-10 14:56:59,2025-08-10 16:40:38,N/A
101,"2022 Panini Select WWE Hulk Hogan Ringside Gold Prizm #278 /10 PSA 10","2022 Panini Select WWE Hulk Hogan Ringside Gold Prizm 278 10",Unknown,2022,Panini,Select,Base,Raw,PSA 10,258.6,N/A,1125,205653046540,https://i.ebayimg.com/images/g/a1UAAeSwrwFohR5B/s-l225.jpg,Panini Prizm PSA 10,130point_auto,2025-08-10 03:17:55,2025-08-10 16:40:46,N/A
100,"2023 Panini Prizm Draft Picks Victor Wembanyama #2 (RC) PSA 10","2023 Panini Prizm Draft Picks Victor Wembanyama 2",Unknown,2023,Panini,Prizm,Rookie,Raw,PSA 10,4.4025,22.3125,19.58,136261292693,https://i.ebayimg.com/images/g/CKUAAeSwUTZoY0-G/s-l225.jpg,Panini Prizm PSA 10,130point_auto,2025-08-10 03:17:44,2025-08-10 16:40:54,N/A
99,"2023 PANINI PRIZM SILVER PRIZM #365 DE'VON ACHANE ROOKIE RC PSA 10","2023 PANINI PRIZM SILVER PRIZM 365 DEVON ACHANE",Unknown,2023,Panini,Prizm,Rookie,Raw,PSA 10,17.991428571428575,28,39.01,116707126046,https://i.ebayimg.com/images/g/D9kAAeSwOQBohPFq/s-l225.jpg,Panini Prizm PSA 10,130point_auto,2025-08-10 03:17:30,2025-08-10 16:41:01,N/A
98,"2024 Panini Prizm WNBA #145 Caitlin Clark Silver Ice PSA 10 Gem Mint","2024 Panini Prizm WNBA 145 Caitlin Clark Silver Ice",Basketball,2024,Panini,Prizm,Base,Raw,PSA 10,83.6875,115,390,376467687818,https://i.ebayimg.com/images/g/xAAAAeSwYdFolPKS/s-l225.jpg,Panini Prizm PSA 10,130point_auto,2025-08-10 03:17:21,2025-08-10 16:41:08,N/A
97,"2024 PANINI PRIZM PRIZMANIA #26 DREW BREES PSA 10","2024 PANINI PRIZM PRIZMANIA 26 DREW BREES",Unknown,2024,Panini,Prizm,Base,Raw,PSA 10,N/A,201.5,787,116715733701,https://i.ebayimg.com/images/g/IBIAAeSw-4FojUHc/s-l225.jpg,Panini Prizm PSA 10,130point_auto,2025-08-10 03:17:09,2025-08-10 03:17:21,N/A
96,"2013 Topps Chrome Salvador Perez #45 True Orange Refractor Royals PSA 10 Pop 3!!","2013 Topps Chrome Salvador Perez 45 True Orange",Unknown,2013,Topps,Chrome,Refractor,Raw,PSA 10,N/A,201.5,70,177315345240,https://i.ebayimg.com/images/g/7SkAAeSwmIFokVe8/s-l225.jpg,PSA 10 refractor,130point_auto,2025-08-10 03:16:59,2025-08-10 03:17:05,N/A
95,"2025 BOWMAN HOBBY STARS AQUA REFRACTOR #HS2 JACKSON HOLLIDAY 80/125 PSA 10","2025 BOWMAN HOBBY STARS AQUA HS2 JACKSON HOLLIDAY 80125",Unknown,2025,Bowman,Base,Refractor,Raw,PSA 10,N/A,201.5,31,297502365036,https://i.ebayimg.com/images/g/i08AAeSwp~hoh8w5/s-l225.jpg,PSA 10 refractor,130point_auto,2025-08-10 03:16:47,2025-08-10 03:16:59,N/A
94,"2023 Topps Chrome Gunnar Henderson Gold Speckle Rookie Refractor SP 3/50 PSA 10","2023 Topps Chrome Gunnar Henderson Gold Speckle 350",Unknown,2023,Topps,Chrome,Rookie,Raw,PSA 10,N/A,201.5,420,406064053796,https://i.ebayimg.com/images/g/rnIAAeSwda5n6u5M/s-l225.jpg,PSA 10 refractor,130point_auto,2025-08-10 03:16:35,2025-08-10 03:16:47,N/A
93,"2022 Bowman Sterling MARCELO MAYER Black Atomic Refractor #3/10 PSA 10 Gem Mint!","2022 Bowman Sterling MARCELO MAYER Black Atomic 310",Unknown,2022,Bowman,Base,Rookie,Raw,PSA 10,N/A,201.5,140,256961072932,https://i.ebayimg.com/images/g/DwQAAOSwu9RoP1yI/s-l225.jpg,PSA 10 refractor,130point_auto,2025-08-10 03:16:24,2025-08-10 03:16:34,N/A
92,"2024 Topps Chrome Marvin Harrison Jr ‘74 Laser Refractor #74TF5 PSA 10","2024 Topps Chrome Marvin Harrison Jr 74 Laser 74TF5",Unknown,2024,Topps,Chrome,Refractor,Raw,PSA 10,N/A,201.5,46,406110533898,https://i.ebayimg.com/images/g/2GUAAeSwU9lok7Mf/s-l225.jpg,PSA 10 refractor,130point_auto,2025-08-10 03:16:15,2025-08-10 03:16:24,N/A
91,"2025 Topps Chrome Gem MT PSA 10 Mark McGwire Chromographs Orange Refractor #4/25","2025 Topps Chrome Mark McGwire Chromographs Orange 425",Unknown,2025,Topps,Chrome,Refractor,Raw,PSA 10,N/A,201.5,137.5,197590767580,https://i.ebayimg.com/images/g/xVgAAeSwC6JokVsc/s-l225.jpg,PSA 10 refractor,130point_auto,2025-08-10 03:16:11,2025-08-10 03:16:14,N/A
90,"2023 Bowman Termarr Johnson Chrome Prospects Mega Yellow Refractor #/75 PSA 10","2023 Bowman Termarr Johnson Chrome Prospects Mega Yellow 75",Unknown,2023,Bowman,Base,Refractor,Raw,PSA 10,N/A,201.5,24.5,127288455628,https://i.ebayimg.com/images/g/SHwAAeSwZDxokTBj/s-l225.jpg,PSA 10 refractor,130point_auto,2025-08-10 03:15:59,2025-08-10 03:16:10,N/A
89,"2025 BOWMAN CHROME PROSPECTS ROSE GOLD REFRACTOR JJ WETHERHOLT 9/15 PSA 10","2025 BOWMAN CHROME PROSPECTS ROSE GOLD JJ WETHERHOLT 915",Unknown,2025,Bowman,Chrome,Refractor,Raw,PSA 10,N/A,201.5,655,116707038401,https://i.ebayimg.com/images/g/0VkAAeSw9KRohNxC/s-l225.jpg,PSA 10 refractor,130point_auto,2025-08-10 03:15:55,2025-08-10 03:15:59,N/A
88,"2023 Pokemon Japanese SV World Championships Yokohama Pikachu ex #1 PSA 10 GEM","2023 Pokemon Japanese SV World Championships Yokohama Pikachu ex 1",Pokemon,2023,Unknown,Unknown,Base,Raw,PSA 10,169.5,91.66666666666667,491,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6IlVrWmFFeFQ0YitBOEV4NHZlV01QTlE9PSIsInZhbHVlIjoiT3VYdGdXZEEzcXRRaFluYzNBcTV4eVh3ajRvQ2tPTktjMTF3Q1ZpSEdjdU1kdkJVTCtLejB6SkEzNlpHdTN6WGNzZWJrMXdDNC9vckNwL2xSZEVQbmc9PSIsIm1hYyI6ImEwNzVlMWE2NTQ2Nzc3NzQ3YTMwYTc1NjNlMWFmMTU0NzUxMGI5N2M2OGQzYjI4Nzk5NmE5YTNlMTVlZGVlMTUifQ==,PSA 10 pokemon,130point_auto,2025-08-10 03:15:39,2025-08-10 16:42:29,N/A
87,"2020 Pokemon Japanese SWSH Shiny Star V Alt Art Shiny Charizard VMAX #308 PSA 10","2020 Pokemon Japanese SWSH Shiny Star V Alt Art Shiny Charizard VMAX 308",Pokemon,2020,Unknown,Unknown,Base,Raw,PSA 10,N/A,201.5,172,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6ImIreUh6ellnbGxEbzlkV2hya045Rmc9PSIsInZhbHVlIjoid3RtNWVVOWdla2o0emNDZ2poVWorR1dmOU5saW8wNmJrQ1NhNHN3L003eDJXM3ZBODdsVCszS2t0VWlCaHV0dFl1NVZ1NS9OQ2pOVUtmTFZLNGsrMXc9PSIsIm1hYyI6IjgyNjBiMjVkOTFmMmRkMDczNjlkM2U2MDVmZmFlMjc2MDhiNjJmZjQ3MzllNDBlMmM3Nzc5Y2Y5YmM2ODZjNjIifQ==,PSA 10 pokemon,130point_auto,2025-08-10 03:15:26,2025-08-10 03:15:39,N/A
86,"2021 Pokemon SWSH Black Star Promo Celebrations Pikachu V Union #141 PSA 10 GEM","2021 Pokemon SWSH Black Star Promo Celebrations Pikachu V Union 141",Pokemon,2021,Unknown,Unknown,Base,Raw,PSA 10,N/A,20.333333333333332,105,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6InFpTzVmMVFvWkNpY1B4VVl3cE55QVE9PSIsInZhbHVlIjoiTFZJRGNTb1paOWtucEp3UlJ3K2RjQ2pHZDVheEVUUmZ6alAzeUlQeE1JY0FZWTdOK1JkRlZnT0xUWUFFcWVSZklaK2lLeTJoWlZBell1U000MHlHeVE9PSIsIm1hYyI6IjE1OWI0YjQ2MzdmZjE3OTZkZjJlNTdlNzg1NDg2NDQ4NzA5YjJkOWJjZjY4Njk5YjIxY2JmMWY4MzQ0NzUxNzEifQ==,PSA 10 pokemon,130point_auto,2025-08-10 03:15:14,2025-08-10 16:42:45,N/A
85,"2006 Pokemon Japanese Movie Commemoration Vs Pack Shep's Walrein #006 PSA 10","2006 Pokemon Japanese Movie Commemoration Vs Pack Sheps Walrein 006",Pokemon,2006,Unknown,Unknown,Base,Raw,PSA 10,31.18,1118.2575,39,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6ImxmV2tGUkdjMWRqdVZTTWNDa25DZGc9PSIsInZhbHVlIjoialByeHZrcEs1My9aVFd0a24vKzN6QUI2ZUpnOHB1bEIvM0FjTkgxYmMwd0UyZCt6MHIwanpRKzI1bEpZUHJ4UGZWaFp6cTdTbE55c0NKdTF2bzZmalE9PSIsIm1hYyI6ImQyYTJkMTk1NGIzM2UyMmQxNmI2NDJlM2Q1ZDc1ZGU3NDhkOTJjZDVjMDIzMDNkZjEzMjk5MThjZGFkNGZhOTEifQ==,PSA 10 pokemon,130point_auto,2025-08-10 03:15:07,2025-08-10 16:42:54,N/A
84,"2015 Pokemon Japanese XY Legendary Shine 1st Edition Full Art Arceus #24 PSA 10","2015 Pokemon Japanese XY Legendary Shine 1st Edition Full Art Arceus 24",Pokemon,2015,Unknown,Unknown,Rookie,Raw,PSA 10,N/A,201.5,235,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6IkxhRTBrQXdFUkZjQmZ2L0pnTFZkSWc9PSIsInZhbHVlIjoiL0Vnc3BaaFlYMmtBSjdGbWhkVXFjL01ZYUlDaDUxOTJVUDNQOU5CalFYOVlYZERXK29PVm4xUUNybnFTNTJmM0FrbDJLUkE2ZFRFYzEwSTR5eW1mcWc9PSIsIm1hYyI6Ijc0YTExMDgyMjU5N2M5Yjk0MjZmNGVkOGE5Njk0NmExZmI2YWE1MDA5YjBjNTFmZGUyYjlhN2NiYmMzMjk4NTcifQ==,PSA 10 pokemon,130point_auto,2025-08-10 03:14:55,2025-08-10 03:15:07,N/A
83,"2019 Pokemon Sun & Moon Cosmic Eclipse Blastoise & Piplup GX #38 PSA 10 GEM MINT","2019 Pokemon Sun Moon Cosmic Eclipse Blastoise Piplup GX 38",Pokemon,2019,Unknown,Unknown,Base,Raw,PSA 10,100.99,N/A,779,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6IkJUb0NZOFIwWG03WUpnNHRUSVJmNXc9PSIsInZhbHVlIjoiOHZHZlhUQ1ZjRXBYRWZVRkxRd1UyNmJEUU1QL2lrUWt5UGtQLy9pcksyU2ZENnE1RVpQMXhCWWxlUSt5SzdvaDJ0bElpSHZFbHoxSnNBdWsrTmlab3c9PSIsIm1hYyI6IjljNDIyZGFmMmU4NmNmNDhhNDVlMmY4MDNmZjNlZDE0ZjUyZGFmYzgyOWZkZmY1NWU1NGU4YzY5NjU1YjZlOGQifQ==,PSA 10 pokemon,130point_auto,2025-08-10 03:14:42,2025-08-10 03:14:54,N/A
82,"2005 Pokemon EX Unseen Forces Holo Blissey ex #101 PSA 10 GEM MINT","2005 Pokemon EX Unseen Forces Holo Blissey ex 101",Pokemon,2005,Unknown,Unknown,Rookie,Raw,PSA 10,N/A,N/A,2450,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6IlF4cTlsdmQ2dTRrTjQrbElaLzNXeXc9PSIsInZhbHVlIjoiM0VSWm9qZkhFYjVYUlhRM2xHeUQ0eVl0Y3JhU00vMGoyd2d5a2FEVnFBbG56SC9SUHpPV1RtM3JCZVQzZkczTVF3UUF4UUR5LzA3d25zby8wZHBJMXc9PSIsIm1hYyI6IjU1NTgxNjkxN2Q1MzdhYzExMDRlNDRlZmM5NjcxZjZiOGZlZTA0YjYwYzc0YjFjN2VjNjgzZmMxZjM0M2IyYTUifQ==,PSA 10 pokemon,130point_auto,2025-08-10 03:14:35,2025-08-10 03:14:35,N/A
81,"2018 Pokemon Japanese Sun & Moon Dark Order Holo Jirachi #34 PSA 10 GEM MINT","2018 Pokemon Japanese Sun Moon Dark Order Holo Jirachi 34",Pokemon,2018,Unknown,Unknown,Base,Raw,PSA 10,N/A,201.5,39,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6Im4zaTlER1ljKzErR0NkSmlHM3NsWkE9PSIsInZhbHVlIjoidm4rVXVtTHpKSnZoNkVHb1NQcTRzdGl3YUliY0VlemFYSWU4d0hBU2EzbStLZS83ZWxMV3poOVhTM2lVSzNGOUl4TGlQbkxkcDVOa0RoV3NPYzhJcGc9PSIsIm1hYyI6IjNjMzUxYzQ4YTRmZTRlYThmODEyMjA4MjI2YjMzZWU1MDBlYTA5OWMwNzk5NTEwNWRjMWE5MzFjY2RkZjMwZmEifQ==,PSA 10 pokemon,130point_auto,2025-08-10 03:14:22,2025-08-10 03:14:35,N/A
80,"2025 Pokemon SV Prismatic Evolutions SIR Umbreon ex #161 PSA 10 GEM MINT","2025 Pokemon SV Prismatic Evolutions SIR Umbreon ex 161",Pokemon,2025,Unknown,Unknown,Base,Raw,PSA 10,N/A,N/A,2666,N/A,https://dilxwvfkfup17.cloudfront.net/eyJpdiI6IlJ4bHZiYUxadVUyaG1scUY2VDhid0E9PSIsInZhbHVlIjoiamlhNjZkRTl4dE5JMkpvMHROZ2ZTN090TEEwTzh6NCtWcVNkVExJa0hPeW00L1MxUUh4OVBTaXNUOU1ZVDg0ZktSUlVUR0MvRDRsWmR0MTI1MHo0NVE9PSIsIm1hYyI6ImY5MDk0ZTEzODBmOWFlODcwMTk0YTYzMDczZDk1ZjVkNTVlNTQ3YjNlZTAxOTI0YzRkMGE1MDMxNzYzYTNmZGIifQ==,PSA 10 pokemon,130point_auto,2025-08-10 03:14:10,2025-08-10 03:14:10,N/A
79,"2025 POKEMON PRE EN-PRISMATIC EVOS ROARING MOON EX #162 SPECIAL ILL RARE PSA 10","2025 POKEMON PRE EN PRISMATIC EVOS ROARING MOON EX 162 SPECIAL ILL RARE",Pokemon,2025,Unknown,Unknown,Base,Raw,PSA 10,N/A,201.5,615.99,167478857846,https://i.ebayimg.com/images/g/2LoAAeSwRRloDRK4/s-l225.jpg,PSA 10 pokemon,130point_auto,2025-08-10 03:14:03,2025-08-10 03:14:10,N/A
78,"2024 PANINI IMPECCABLE LIV #IGKNA KEVIN NA 24/35 PSA 10 DNA AUTO AUTHENTIC","2024 PANINI IMPECCABLE LIV IGKNA KEVIN NA 2435 DNA AUTHENTIC",Unknown,2024,Panini,Base,Autograph,Raw,PSA 10,N/A,201.5,40,306427419258,https://i.ebayimg.com/images/g/IL0AAeSw-4pojWBY/s-l225.jpg,PSA 10 auto,130point_auto,2025-08-10 03:13:52,2025-08-10 03:13:58,N/A
77,"2024 PANINI PRIZM WNBA SIGNATURES BLUE PRIZM DIANA TAURASI 62/75 PSA 10 AUTO","2024 PANINI PRIZM WNBA SIGNATURES BLUE PRIZM DIANA TAURASI 6275",Basketball,2024,Panini,Prizm,Autograph,Raw,PSA 10,N/A,201.5,117.5,306426699329,https://i.ebayimg.com/images/g/Y68AAeSwmxpojMRa/s-l225.jpg,PSA 10 auto,130point_auto,2025-08-10 03:13:47,2025-08-10 03:13:51,N/A
